Cam_typ	Clvt_sz	Site	Type	Cam_num	Cam_pt	Anim_num	Species	Behaviour	Day	Month	Year	Hour	Min	Sec	Age	Sex	Img_num	anim_hr	behav
swift	large	1	R	SE63	R2	13	Kangaroo	RX	24	10	2020	15	19	8	Adult	Unknown	SYER5767	13_RX_24_10_15	0
swift	large	1	R	SE63	R2	14	Kangaroo	RX	24	10	2020	15	19	11	Adult	Unknown	SYER5769	14_RX_24_10_15	0
swift	large	4	C	SE51	C4	24	Kangaroo	RX	22	10	2020	11	7	17	Adult	Unknown	SYER7762	24_RX_22_10_11	0
swift	large	4	C	SE51	C4	25	Kangaroo	CC	22	10	2020	11	8	46	Adult	Unknown	SYER7777	25_CC_22_10_11	1
swift	large	4	C	SE51	C4	25	Kangaroo	RX	22	10	2020	11	7	17	Adult	Unknown	SYER7762	25_RX_22_10_11	0
swift	large	4	C	SE48	C3	26	Kangaroo	RX	22	10	2020	11	7	55	Adult	Unknown	SYER2859	26_RX_22_10_11	0
swift	large	4	C	SE48	C3	27	Kangaroo	RX	22	10	2020	11	7	58	Adult	Unknown	SYER2861	27_RX_22_10_11	0
swift	large	4	C	SE51	C4	28	Kangaroo	CC	22	10	2020	11	8	31	Adult	Unknown	SYER7774	28_CC_22_10_11	1
swift	large	4	C	SE51	C4	35	Kangaroo	RX	22	10	2020	11	7	17	Adult	Unknown	SYER7762	35_RX_22_10_11	0
swift	large	4	C	SE48	C3	36	Kangaroo	RX	22	10	2020	11	7	24	Adult	Unknown	SYER2853	36_RX_22_10_11	0
swift	large	4	R	SE51	R1	49	Kangaroo	RX	22	10	2020	11	10	10	Adult	Unknown	SYER6452	49_RX_22_10_11	0
reconyx	small	8	R	RH3	R1	58	Kangaroo	RX	16	10	2020	17	53	21	Adult	Male	RCNX1093	58_RX_16_10_17	0
reconyx	small	8	C	RH2	C3	70	Whiptail	RX	21	10	2020	5	7	54	Adult	Unknown	RCNX2842	70_RX_21_10_5	0
reconyx	small	8	C	RH5	C2	71	Whiptail	RX	21	10	2020	5	22	6	Adult	Unknown	RCNX1813	71_RX_21_10_5	0
reconyx	small	8	C	RH2	C3	73	Kangaroo	RX	21	10	2020	6	15	21	Adult	Unknown	RCNX2884	73_RX_21_10_6	0
reconyx	small	8	R	RH3	R1	91	Kangaroo	RX	18	10	2020	8	8	7	Adult	Female	RCNX1426	91_RX_18_10_8	0
reconyx	small	8	R	RH3	R1	92	Kangaroo	RX	18	10	2020	8	8	7	Juvenile	Unknown	RCNX1426	92_RX_18_10_8	0
reconyx	small	8	C	RH4	C1	95	Kangaroo	CC	19	10	2020	15	27	15	Juvenile	Unknown	RCNX1561	95_CC_19_10_15	1
reconyx	small	8	R	RH3	R1	95	Kangaroo	RX	19	10	2020	15	33	25	Juvenile	Unknown	RCNX1624	95_RX_19_10_15	0
reconyx	small	8	C	RH5	C2	96	Kangaroo	CC	19	10	2020	15	34	8	Adult	Male	RCNX1561	96_CC_19_10_15	1
reconyx	small	8	R	RH3	R1	97	Kangaroo	RX	19	10	2020	15	35	57	Adult	Unknown	RCNX1639	97_RX_19_10_15	0
reconyx	small	8	R	RH3	R1	98	Kangaroo	RX	19	10	2020	15	35	55	Adult	Female	RCNX1636	98_RX_19_10_15	0
reconyx	small	8	R	RH3	R1	99	Kangaroo	RX	19	10	2020	15	35	55	Juvenile	Unknown	RCNX1636	99_RX_19_10_15	0
reconyx	small	8	C	RH4	C1	101	Kangaroo	RX	19	10	2020	15	35	0	Adult	FWPJ	RCNX1597	101_RX_19_10_15	0
reconyx	small	8	C	RH4	C1	102	Kangaroo	RX	19	10	2020	15	35	0	Joey	Unknown	RCNX1597	102_RX_19_10_15	0
reconyx	small	8	C	RH2	C3	106	Whiptail	RX	20	10	2020	4	47	10	Adult	Unknown	RCNX2347	106_RX_20_10_4	0
reconyx	small	8	R	RH7	R2	107	Kangaroo	RX	20	10	2020	5	33	25	Adult	Unknown	RCNX3298	107_RX_20_10_5	0
reconyx	small	8	C	RH2	C3	108	Kangaroo	RX	20	10	2020	5	59	31	Adult	Unknown	RCNX2461	108_RX_20_10_5	0
reconyx	small	8	C	RH2	C3	109	Kangaroo	RX	20	10	2020	6	20	35	Adult	Male	RCNX2470	109_RX_20_10_6	0
reconyx	small	8	R	RH3	R1	110	Kangaroo	RX	18	10	2020	17	3	46	Adult	Male	RCNX1492	110_RX_18_10_17	0
reconyx	small	8	R	RH3	R1	112	Kangaroo	RX	19	10	2020	6	42	51	Adult	Unknown	RCNX1519	112_RX_19_10_6	0
reconyx	small	8	R	RH3	R1	113	Kangaroo	RX	19	10	2020	7	8	46	Adult	Male	RCNX1528	113_RX_19_10_7	0
reconyx	small	8	C	RH5	C2	114	Kangaroo	RX	19	10	2020	7	17	47	Adult	Female	RCNX1456	114_RX_19_10_7	0
reconyx	small	8	C	RH5	C2	115	Kangaroo	RX	19	10	2020	7	17	47	Juvenile	Unknown	RCNX1456	115_RX_19_10_7	0
reconyx	small	8	R	RH3	R1	117	Kangaroo	RX	23	10	2020	8	25	49	Adult	Unknown	RCNX2104	117_RX_23_10_8	0
reconyx	small	8	C	RH2	C3	126	Kangaroo	RX	13	10	2020	15	57	35	Adult	Unknown	RCNX0173	126_RX_13_10_15	0
reconyx	small	8	C	RH2	C3	127	Kangaroo	RX	13	10	2020	15	57	37	Adult	Unknown	RCNX0175	127_RX_13_10_15	0
reconyx	small	8	R	RH3	R1	128	Kangaroo	RX	13	10	2020	15	56	53	Adult	FWPJ	RCNX0268	128_RX_13_10_15	0
reconyx	small	8	R	RH3	R1	129	Kangaroo	RX	13	10	2020	15	56	53	Joey	Unknown	RCNX0268	129_RX_13_10_15	0
reconyx	small	8	C	RH4	C1	132	Possum	RX	13	10	2020	20	17	58	Adult	Unknown	RCNX0328	132_RX_13_10_20	0
reconyx	small	8	C	RH2	C3	133	Possum	RX	13	10	2020	23	42	14	Adult	Unknown	RCNX0220	133_RX_13_10_23	0
reconyx	small	8	C	RH2	C3	134	Fox	RX	14	10	2020	1	25	38	Adult	Unknown	RCNX0223	134_RX_14_10_1	0
reconyx	small	8	R	RH7	R2	140	Whiptail	RX	15	10	2020	2	59	55	Adult	Male	RCNX0430	140_RX_15_10_2	0
reconyx	small	8	R	RH7	R2	141	Whiptail	RX	15	10	2020	4	37	22	Adult	FWPJ	RCNX0463	141_RX_15_10_4	0
reconyx	small	8	R	RH7	R2	144	Whiptail	RX	15	10	2020	4	37	22	Joey	Unknown	RCNX0463	144_RX_15_10_4	0
reconyx	small	8	R	RH3	R1	145	Kangaroo	RX	15	10	2020	5	28	49	Adult	Female	RCNX0643	145_RX_15_10_5	0
reconyx	small	8	R	RH3	R1	146	Kangaroo	RX	15	10	2020	5	28	49	Juvenile	Unknown	RCNX0643	146_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	148	Kangaroo	CC	15	10	2020	5	36	2	Adult	Unknown	RCNX0520	148_CC_15_10_5	1
reconyx	small	8	C	RH2	C3	150	Kangaroo	RX	15	10	2020	15	34	7	Adult	Unknown	RCNX0460	150_RX_15_10_15	0
reconyx	small	8	C	RH2	C3	161	Kangaroo	RX	16	10	2020	6	39	52	Adult	Unknown	RCNX0580	161_RX_16_10_6	0
reconyx	small	8	C	RH2	C3	163	Kangaroo	RX	16	10	2020	6	43	20	Adult	FWPJ	RCNX0592	163_RX_16_10_6	0
reconyx	small	8	C	RH2	C3	164	Kangaroo	RX	16	10	2020	6	43	20	Joey	Unknown	RCNX0592	164_RX_16_10_6	0
reconyx	small	8	C	RH2	C3	165	Kangaroo	RX	16	10	2020	6	44	45	Adult	Unknown	RCNX0601	165_RX_16_10_6	0
reconyx	small	8	C	RH2	C3	166	Kangaroo	RX	16	10	2020	6	44	16	Adult	Unknown	RCNX0597	166_RX_16_10_6	0
reconyx	small	8	C	RH2	C3	167	Kangaroo	RX	16	10	2020	6	44	50	Adult	Unknown	RCNX0604	167_RX_16_10_6	0
reconyx	small	8	C	RH4	C1	169	Kangaroo	CC	16	10	2020	15	31	52	Adult	Unknown	RCNX0790	169_CC_16_10_15	1
reconyx	small	8	C	RH2	C3	170	Kangaroo	RX	16	10	2020	15	39	11	Adult	Unknown	RCNX0658	170_RX_16_10_15	0
reconyx	small	8	C	RH2	C3	173	Kangaroo	RX	16	10	2020	15	39	15	Adult	Male	RCNX0663	173_RX_16_10_15	0
reconyx	small	8	R	RH3	R1	175	Kangaroo	RX	16	10	2020	16	3	5	Adult	Male	RCNX1033	175_RX_16_10_16	0
reconyx	small	8	C	RH2	C3	183	Kangaroo	RX	16	10	2020	17	54	5	Adult	Male	RCNX0730	183_RX_16_10_17	0
reconyx	small	8	C	RH2	C3	184	Kangaroo	CC	16	10	2020	17	57	36	Juvenile	Unknown	RCNX0766	184_CC_16_10_17	1
reconyx	small	8	C	RH2	C3	184	Kangaroo	RX	16	10	2020	18	17	31	Juvenile	Unknown	RCNX0802	184_RX_16_10_18	0
reconyx	small	8	C	RH2	C3	185	Kangaroo	RX	16	10	2020	17	55	12	Adult	Male	RCNX0736	185_RX_16_10_17	0
reconyx	small	8	C	RH4	C1	186	Kangaroo	RX	16	10	2020	18	0	25	Adult	Unknown	RCNX0873	186_RX_16_10_18	0
reconyx	small	8	C	RH2	C3	187	Kangaroo	RX	16	10	2020	18	18	8	Adult	Unknown	RCNX0814	187_RX_16_10_18	0
reconyx	small	8	R	RH7	R2	188	Kangaroo	RX	16	10	2020	15	11	48	Adult	Unknown	RCNX1009	188_RX_16_10_15	0
reconyx	small	8	C	RH4	C1	189	Possum	RX	16	10	2020	20	36	19	Adult	Unknown	RCNX0898	189_RX_16_10_20	0
reconyx	small	8	C	RH2	C3	190	Fox	RX	17	10	2020	2	47	32	Adult	Unknown	RCNX0826	190_RX_17_10_2	0
reconyx	small	8	C	RH2	C3	192	Kangaroo	RX	17	10	2020	5	26	40	Adult	FWPJ	RCNX0838	192_RX_17_10_5	0
reconyx	small	8	C	RH2	C3	193	Kangaroo	RX	17	10	2020	5	26	40	Joey	Unknown	RCNX0838	193_RX_17_10_5	0
reconyx	small	8	C	RH2	C3	194	Kangaroo	RX	17	10	2020	7	34	42	Adult	Male	RCNX0853	194_RX_17_10_7	0
reconyx	small	8	R	RH3	R1	195	Kangaroo	RX	17	10	2020	11	48	34	Adult	Unknown	RCNX1249	195_RX_17_10_11	0
reconyx	small	8	C	RH2	C3	197	Kangaroo	RX	17	10	2020	15	52	12	Adult	Unknown	RCNX0942	197_RX_17_10_15	0
reconyx	small	8	C	RH2	C3	198	Kangaroo	RX	17	10	2020	15	52	12	Adult	Unknown	RCNX0942	198_RX_17_10_15	0
reconyx	small	8	R	RH3	R1	208	Whiptail	RX	18	10	2020	4	42	48	Adult	Unknown	RCNX1333	208_RX_18_10_4	0
reconyx	small	8	R	RH3	R1	209	Whiptail	RX	18	10	2020	4	42	48	Adult	Unknown	RCNX1333	209_RX_18_10_4	0
reconyx	small	8	C	RH2	C3	211	Whiptail	RX	18	10	2020	4	44	36	Adult	Unknown	RCNX1060	211_RX_18_10_4	0
reconyx	small	8	C	RH2	C3	219	Kangaroo	RX	18	10	2020	5	38	56	Adult	Unknown	RCNX1192	219_RX_18_10_5	0
reconyx	small	8	R	RH3	R1	221	Kangaroo	RX	18	10	2020	8	8	9	Adult	Male	RCNX1249	221_RX_18_10_8	0
reconyx	small	8	C	RH2	C3	223	Kangaroo	RX	18	10	2020	16	43	7	Adult	Unknown	RCNX1328	223_RX_18_10_16	0
reconyx	small	8	C	RH2	C3	224	Kangaroo	RX	18	10	2020	17	4	16	Adult	Female	RCNX1336	224_RX_18_10_17	0
reconyx	small	8	C	RH2	C3	225	Kangaroo	RX	18	10	2020	17	4	16	Juvenile	Unknown	RCNX1336	225_RX_18_10_17	0
reconyx	small	8	C	RH2	C3	226	Whiptail	RX	18	10	2020	17	32	34	Adult	Unknown	RCNX1342	226_RX_18_10_17	0
reconyx	small	8	R	RH3	R1	230	Kangaroo	RX	19	10	2020	6	42	34	Adult	Unknown	RCNX1513	230_RX_19_10_6	0
reconyx	small	8	R	RH3	R1	231	Kangaroo	RX	19	10	2020	13	23	2	Adult	FWPJ	RCNX1591	231_RX_19_10_13	0
reconyx	small	8	R	RH3	R1	232	Kangaroo	RX	19	10	2020	12	23	2	Joey	Unknown	RCNX1591	232_RX_19_10_12	0
reconyx	small	8	C	RH2	C3	233	Kangaroo	RX	19	10	2020	14	1	7	Adult	FWPJ	RCNX1693	233_RX_19_10_14	0
reconyx	small	8	C	RH2	C3	234	Kangaroo	RX	19	10	2020	14	1	7	Joey	Unknown	RCNX1693	234_RX_19_10_14	0
reconyx	small	8	C	RH4	C1	235	Kangaroo	CC	19	10	2020	15	26	37	Adult	FWPJ	RCNX1555	235_CC_19_10_15	1
reconyx	small	8	C	RH4	C1	236	Kangaroo	CC	19	10	2020	15	26	37	Joey	Unknown	RCNX1555	236_CC_19_10_15	1
reconyx	small	8	C	RH4	C1	237	Kangaroo	CC	19	10	2020	15	35	0	Adult	Unknown	RCNX1597	237_CC_19_10_15	1
reconyx	small	8	C	RH2	C3	239	Kangaroo	RX	19	10	2020	15	36	40	Adult	Unknown	RCNX1729	239_RX_19_10_15	0
reconyx	small	8	C	RH2	C3	240	Kangaroo	RX	19	10	2020	15	36	43	Juvenile	Unknown	RCNX1732	240_RX_19_10_15	0
reconyx	small	8	C	RH2	C3	241	Kangaroo	RX	19	10	2020	15	36	43	Adult	Male	RCNX1732	241_RX_19_10_15	0
reconyx	small	8	C	RH2	C2	242	Kangaroo	RX	19	10	2020	15	47	41	Adult	Male	RCNX1579	242_RX_19_10_15	0
reconyx	small	8	C	RH4	C1	243	Kangaroo	CC	19	10	2020	15	53	54	Adult	Male	RCNX1636	243_CC_19_10_15	1
reconyx	small	8	C	RH5	C2	243	Kangaroo	RX	19	10	2020	15	48	39	Adult	Male	RCNX1582	243_RX_19_10_15	0
reconyx	small	8	R	RH3	R1	244	Kangaroo	RX	19	10	2020	16	0	53	Adult	Unknown	RCNX1654	244_RX_19_10_16	0
reconyx	small	8	C	RH2	C3	246	Kangaroo	RX	19	10	2020	16	41	26	Adult	Unknown	RCNX1798	246_RX_19_10_16	0
reconyx	small	8	R	RH3	R1	253	Kangaroo	RX	17	10	2020	7	33	52	Juvenile	Unknown	RCNX1225	253_RX_17_10_7	0
reconyx	small	8	C	RH2	C3	254	Kangaroo	RX	20	10	2020	4	54	2	Adult	Unknown	RCNX2428	254_RX_20_10_4	0
reconyx	small	8	C	RH2	C3	255	Kangaroo	RX	20	10	2020	4	54	27	Adult	Unknown	RCNX2434	255_RX_20_10_4	0
reconyx	small	8	C	RH2	C3	257	Kangaroo	RX	20	10	2020	5	8	7	Adult	Unknown	RCNX2443	257_RX_20_10_5	0
reconyx	small	8	C	RH2	C3	259	Kangaroo	RX	20	10	2020	15	4	38	Adult	FWPJ	RCNX2710	259_RX_20_10_15	0
reconyx	small	8	C	RH2	C3	261	Kangaroo	RX	20	10	2020	15	9	11	Adult	Unknown	RCNX2713	261_RX_20_10_15	0
reconyx	small	8	C	RH2	C3	264	Kangaroo	RX	20	10	2020	15	44	18	Adult	Male	RCNX2741	264_RX_20_10_15	0
reconyx	small	8	C	RH2	C3	265	Kangaroo	RX	20	10	2020	15	44	18	Adult	Male	RCNX2741	265_RX_20_10_15	0
reconyx	small	8	C	RH5	C2	266	Kangaroo	RX	20	10	2020	16	10	12	Adult	Unknown	RCNX1783	266_RX_20_10_16	0
reconyx	small	8	R	RH7	R2	270	Whiptail	RX	21	10	2020	5	24	12	Adult	Unknown	RCNX3703	270_RX_21_10_5	0
reconyx	small	8	C	RH2	C3	271	Kangaroo	RX	21	10	2020	5	8	24	Adult	Unknown	RCNX2848	271_RX_21_10_5	0
reconyx	small	8	C	RH2	C3	273	Whiptail	RX	21	10	2020	6	27	24	Adult	Unknown	RCNX2896	273_RX_21_10_6	0
reconyx	small	8	R	RH3	R1	275	Kangaroo	RX	21	10	2020	6	45	55	Adult	Female	RCNX1894	275_RX_21_10_6	0
reconyx	small	8	R	RH3	R1	276	Kangaroo	RX	21	10	2020	6	45	55	Juvenile	Unknown	RCNX1894	276_RX_21_10_6	0
reconyx	small	8	C	RH2	C3	282	Whiptail	CC	22	10	2020	18	1	1	Adult	Unknown	RCNX5989	282_CC_22_10_18	1
reconyx	small	8	C	RH2	C3	285	Kangaroo	RX	23	10	2020	8	32	32	Juvenile	Unknown	RCNX6605	285_RX_23_10_8	0
reconyx	small	8	C	RH2	C3	287	Kangaroo	RX	23	10	2020	8	46	27	Juvenile	Unknown	RCNX6619	287_RX_23_10_8	0
reconyx	small	8	R	RH3	R1	290	Whiptail	RX	23	10	2020	13	44	43	Adult	Male	RCNX2146	290_RX_23_10_13	0
reconyx	small	8	C	RH2	C3	292	Kangaroo	RX	23	10	2020	14	36	35	Adult	FWPJ	RCNX7801	292_RX_23_10_14	0
reconyx	small	8	C	RH2	C3	293	Kangaroo	RX	23	10	2020	14	36	35	Joey	Unknown	RCNX7801	293_RX_23_10_14	0
reconyx	small	8	R	RH3	R1	294	Kangaroo	RX	23	10	2020	14	40	57	Adult	FWPJ	RCNX2190	294_RX_23_10_14	0
reconyx	small	8	R	RH3	R1	295	Kangaroo	RX	23	10	2020	14	40	57	Joey	Unknown	RCNX2190	295_RX_23_10_14	0
reconyx	small	8	C	RH2	C3	298	Kangaroo	CC	23	10	2020	15	1	50	Juvenile	Unknown	RCNX8068	298_CC_23_10_15	1
reconyx	small	8	R	RH3	R1	303	Kangaroo	RX	24	10	2020	7	7	9	Adult	Male	RCNX2239	303_RX_24_10_7	0
reconyx	small	8	R	RH3	R1	304	Kangaroo	RX	24	10	2020	7	7	11	Juvenile	Unknown	RCNX2242	304_RX_24_10_7	0
reconyx	small	8	R	RH3	R1	305	Kangaroo	RX	24	10	2020	18	40	43	Adult	Male	RCNX2296	305_RX_24_10_18	0
reconyx	small	8	C	RH2	C3	306	Kangaroo	RX	25	10	2020	5	51	42	Adult	Female	RCNX1174	306_RX_25_10_5	0
reconyx	small	8	C	RH2	C3	307	Kangaroo	RX	25	10	2020	5	51	42	Juvenile	Unknown	RCNX1174	307_RX_25_10_5	0
reconyx	small	8	R	RH3	R1	312	Whiptail	RX	13	10	2020	15	52	42	Adult	Unknown	RCNX0259	312_RX_13_10_15	0
reconyx	small	8	R	RH3	R1	314	Whiptail	RX	13	10	2020	15	52	42	Adult	Unknown	RCNX0259	314_RX_13_10_15	0
reconyx	small	8	R	RH7	R2	315	Whiptail	RX	13	10	2020	16	53	20	Adult	FWPJ	RCNX0221	315_RX_13_10_16	0
reconyx	small	8	C	RH4	C1	320	Kangaroo	RX	14	10	2020	5	6	30	Adult	Unknown	RCNX0334	320_RX_14_10_5	0
reconyx	small	8	C	RH4	C1	321	Kangaroo	RX	14	10	2020	5	6	59	Adult	Unknown	RCNX0346	321_RX_14_10_5	0
reconyx	small	8	C	RH2	C3	324	Whiptail	RX	15	10	2020	4	41	43	Adult	Female	RCNX0351	324_RX_15_10_4	0
reconyx	small	8	C	RH4	C1	325	Whiptail	RX	15	10	2020	4	46	17	Adult	Unknown	RCNX0432	325_RX_15_10_4	0
reconyx	small	8	C	RH4	C1	328	Kangaroo	CC	15	10	2020	5	31	9	Adult	Unknown	RCNX0481	328_CC_15_10_5	1
reconyx	small	8	C	RH4	C1	329	Kangaroo	RX	15	10	2020	5	30	23	Adult	Unknown	RCNX0460	329_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	330	Kangaroo	RX	15	10	2020	5	34	46	Adult	Unknown	RCNX0493	330_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	331	Kangaroo	RX	15	10	2020	5	34	46	Adult	Unknown	RCNX0493	331_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	332	Kangaroo	RX	15	10	2020	5	34	46	Adult	Unknown	RCNX0493	332_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	333	Kangaroo	RX	15	10	2020	5	34	46	Adult	Unknown	RCNX0493	333_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	334	Kangaroo	RX	15	10	2020	5	36	52	Adult	Unknown	RCNX0523	334_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	335	Kangaroo	RX	15	10	2020	5	36	52	Adult	Male	RCNX0523	335_RX_15_10_5	0
reconyx	small	8	C	RH4	C1	336	Kangaroo	CC	15	10	2020	5	50	27	Adult	Male	RCNX0547	336_CC_15_10_5	1
reconyx	small	8	C	RH4	C1	336	Kangaroo	RX	15	10	2020	5	36	52	Adult	Male	RCNX0523	336_RX_15_10_5	0
reconyx	small	8	R	RH3	R1	337	Whiptail	RX	15	10	2020	6	19	50	Adult	Male	RCNX0730	337_RX_15_10_6	0
reconyx	small	8	C	RH4	C1	338	Whiptail	RX	15	10	2020	6	21	11	Adult	Unknown	RCNX0580	338_RX_15_10_6	0
reconyx	small	8	R	RH3	R1	340	Kangaroo	RX	15	10	2020	15	32	50	Adult	Male	RCNX0775	340_RX_15_10_15	0
reconyx	small	8	C	RH4	C1	344	Kangaroo	CC	15	10	2020	15	48	1	Adult	Female	RCNX0646	344_CC_15_10_15	1
reconyx	small	8	C	RH4	C1	345	Kangaroo	CC	16	10	2020	6	8	6	Juvenile	Unknown	RCNX0649	345_CC_16_10_6	1
reconyx	small	8	C	RH4	C1	347	Kangaroo	CC	16	10	2020	15	29	44	Adult	Unknown	RCNX0778	347_CC_16_10_15	1
reconyx	small	8	C	RH4	C1	349	Kangaroo	RX	16	10	2020	16	5	8	Adult	Unknown	RCNX0826	349_RX_16_10_16	0
reconyx	small	8	C	RH4	C1	350	Kangaroo	RX	16	10	2020	17	16	14	Juvenile	Unknown	RCNX0829	350_RX_16_10_17	0
reconyx	small	8	C	RH4	C1	351	Kangaroo	RX	16	10	2020	17	16	14	Adult	Male	RCNX0829	351_RX_16_10_17	0
reconyx	small	8	C	RH4	C1	352	Kangaroo	RX	16	10	2020	17	16	14	Adult	Unknown	RCNX0829	352_RX_16_10_17	0
reconyx	small	8	C	RH4	C1	353	Kangaroo	RX	16	10	2020	17	16	14	Adult	Unknown	RCNX0829	353_RX_16_10_17	0
reconyx	small	8	C	RH4	C1	354	Macropod	RX	16	10	2020	17	16	24	Unknown	Unknown	RCNX0835	354_RX_16_10_17	0
reconyx	small	8	R	RH3	R1	356	Whiptail	RX	17	10	2020	5	21	41	Adult	Unknown	RCNX1156	356_RX_17_10_5	0
reconyx	small	8	C	RH4	C1	359	Kangaroo	RX	17	10	2020	5	25	18	Adult	Unknown	RCNX0925	359_RX_17_10_5	0
reconyx	small	8	R	RH3	R1	361	Whiptail	RX	17	10	2020	5	21	41	Adult	Male	RCNX1156	361_RX_17_10_5	0
reconyx	small	8	C	RH4	C1	362	Kangaroo	RX	17	10	2020	5	25	18	Adult	Unknown	RCNX0928	362_RX_17_10_5	0
reconyx	small	8	C	RH4	C1	367	Kangaroo	CC	18	10	2020	5	50	54	Adult	Unknown	RCNX1122	367_CC_18_10_5	1
reconyx	small	8	C	RH5	C2	368	Kangaroo	RX	18	10	2020	5	52	49	Adult	Unknown	RCNX1255	368_RX_18_10_5	0
reconyx	small	8	C	RH5	C2	369	Kangaroo	RX	18	10	2020	5	53	47	Adult	Unknown	RCNX1264	369_RX_18_10_5	0
reconyx	small	8	R	RH3	R1	370	Kangaroo	RX	18	10	2020	6	3	47	Adult	Unknown	RCNX1384	370_RX_18_10_6	0
reconyx	small	8	R	RH7	R2	373	Kangaroo	RX	18	10	2020	6	29	53	Adult	FWPJ	RCNX1717	373_RX_18_10_6	0
reconyx	small	8	R	RH7	R2	374	Kangaroo	RX	18	10	2020	6	29	53	Joey	Unknown	RCNX1717	374_RX_18_10_6	0
reconyx	small	8	C	RH4	C1	376	Kangaroo	RX	19	10	2020	15	34	5	Juvenile	Unknown	RCNX1582	376_RX_19_10_15	0
reconyx	small	8	C	RH4	C1	377	Kangaroo	RX	19	10	2020	15	34	1	Adult	Female	RCNX1579	377_RX_19_10_15	0
reconyx	small	8	C	RH4	C1	380	Kangaroo	RX	20	10	2020	4	53	46	Adult	Unknown	RCNX1663	380_RX_20_10_4	0
reconyx	small	8	C	RH4	C1	381	Kangaroo	RX	20	10	2020	4	53	59	Adult	Unknown	RCNX1667	381_RX_20_10_4	0
reconyx	small	8	R	RH3	R1	382	Kangaroo	RX	20	10	2020	15	26	30	Adult	Male	RCNX1798	382_RX_20_10_15	0
reconyx	small	8	R	RH7	R2	383	Kangaroo	RX	20	10	2020	15	27	0	Adult	FWPJ	RCNX3640	383_RX_20_10_15	0
reconyx	small	8	C	RH4	C1	393	Kangaroo	CC	23	10	2020	12	0	17	Adult	Male	RCNX1885	393_CC_23_10_12	1
reconyx	small	8	R	RH7	R2	395	Kangaroo	RX	24	10	2020	7	8	37	Adult	FWPJ	RCNX4018	395_RX_24_10_7	0
reconyx	small	8	R	RH7	R2	396	Kangaroo	RX	24	10	2020	7	8	37	Joey	Unknown	RCNX4018	396_RX_24_10_7	0
reconyx	small	8	C	RH4	C1	399	Kangaroo	CC	25	10	2020	13	14	8	Adult	Female	RCNX2026	399_CC_25_10_13	1
reconyx	small	8	C	RH4	C1	400	Kangaroo	CC	25	10	2020	13	14	8	Juvenile	Unknown	RCNX2026	400_CC_25_10_13	1
reconyx	small	8	C	RH5	C2	401	Kangaroo	RX	16	10	2020	18	18	6	Adult	Unknown	RCNX1053	401_RX_16_10_18	0
